id_customer,is_male,age,age_segment,total_buy,month_buy_rate,average_basket_size
c_5799,False,60,51 +,839,4,1
c_1846,False,35,31 - 50,752,4,2
c_6374,True,60,51 +,300,1,1
c_1915,True,59,51 +,308,2,2
c_8590,True,23,18 - 30,931,3,2
c_2382,False,50,31 - 50,216,1,2
c_3689,False,39,31 - 50,486,3,3
c_3853,False,58,51 +,798,4,1
c_3285,True,33,31 - 50,1478,8,2
c_1130,False,43,31 - 50,426,3,2
c_3727,True,37,31 - 50,898,5,3
c_5907,False,31,31 - 50,1173,7,2
c_6754,False,54,51 +,312,2,1
c_3088,False,21,18 - 30,823,2,1
c_5156,False,57,51 +,580,3,1
c_4830,False,48,31 - 50,1070,6,2
c_5367,True,55,51 +,885,5,1
c_7213,True,43,31 - 50,579,3,2
c_7404,True,46,31 - 50,129,1,2
c_3814,True,33,31 - 50,606,3,2
c_4662,False,62,51 +,562,3,1
c_6032,False,27,18 - 30,338,1,1
c_4222,True,41,31 - 50,659,4,2
c_6321,True,59,51 +,245,1,1
c_2378,False,23,18 - 30,221,1,2
c_889,True,36,31 - 50,138,1,2
c_4383,False,34,31 - 50,408,2,2
c_2945,False,54,51 +,222,1,2
c_7250,True,44,31 - 50,1265,8,2
c_6384,True,39,31 - 50,1251,8,3
c_5,False,28,18 - 30,1000,3,2
c_7552,False,49,31 - 50,1026,6,2
c_3234,False,44,31 - 50,1038,6,2
c_6731,False,21,18 - 30,1159,2,2
c_7207,True,42,31 - 50,434,2,2
c_5729,True,51,51 +,438,2,2
c_4568,True,31,31 - 50,460,3,2
c_3540,False,56,51 +,1069,5,2
c_963,False,34,31 - 50,2068,13,2
c_3324,False,61,51 +,178,1,1
c_2120,True,21,18 - 30,235,0,1
c_7541,True,27,18 - 30,186,0,1
c_8322,False,41,31 - 50,797,5,2
c_6295,False,34,31 - 50,489,3,2
c_319,True,50,31 - 50,606,4,2
c_2464,True,48,31 - 50,1462,9,2
c_7121,False,62,51 +,476,3,2
c_6211,False,22,18 - 30,116,0,1
c_7787,True,38,31 - 50,428,3,2
c_475,True,37,31 - 50,372,2,2
c_6950,False,33,31 - 50,1678,10,2
c_4191,True,31,31 - 50,436,3,3
c_324,False,59,51 +,60,0,1
c_6669,True,43,31 - 50,1484,9,2
c_5325,True,37,31 - 50,887,5,2
c_5844,True,39,31 - 50,340,2,2
c_3859,False,23,18 - 30,693,1,1
c_6774,False,43,31 - 50,334,2,2
c_8514,True,41,31 - 50,731,4,2
c_1598,True,37,31 - 50,797,5,2
c_2259,True,34,31 - 50,643,4,2
c_659,False,21,18 - 30,1028,3,2
c_8600,False,34,31 - 50,1847,11,2
c_7337,True,20,18 - 30,555,1,1
c_7808,True,45,31 - 50,1523,9,2
c_8219,False,32,31 - 50,498,3,2
c_3348,False,64,51 +,934,5,2
c_8402,False,55,51 +,611,3,1
c_684,False,55,51 +,338,2,1
c_7323,True,59,51 +,1086,5,2
c_6109,False,38,31 - 50,707,4,2
c_4253,False,31,31 - 50,382,2,2
c_2992,False,48,31 - 50,389,2,3
c_5204,False,41,31 - 50,434,2,2
c_536,True,35,31 - 50,1441,9,2
c_6971,True,30,18 - 30,452,1,1
c_8076,False,34,31 - 50,669,4,3
c_8359,False,57,51 +,603,3,1
c_8286,False,42,31 - 50,859,5,3
c_3113,True,58,51 +,824,4,1
c_6596,False,57,51 +,397,2,2
c_5671,False,41,31 - 50,316,2,2
c_505,True,63,51 +,263,1,2
c_8312,False,51,51 +,740,4,1
c_5803,False,53,51 +,576,3,2
c_1786,True,61,51 +,566,3,1
c_3270,False,42,31 - 50,1322,8,2
c_5825,False,30,18 - 30,1116,3,2
c_3969,False,22,18 - 30,1195,3,1
c_2511,True,44,31 - 50,1578,10,2
c_1249,False,63,51 +,987,5,1
c_2393,False,54,51 +,154,1,1
c_1652,False,33,31 - 50,923,6,2
c_1517,False,28,18 - 30,370,1,2
c_8466,False,54,51 +,305,2,1
c_2631,True,61,51 +,128,1,1
c_383,True,42,31 - 50,1835,11,2
c_5891,False,64,51 +,343,2,1
c_1240,True,19,18 - 30,1085,2,1
c_6096,False,56,51 +,397,2,2
c_6522,False,45,31 - 50,2095,12,2
c_4215,False,42,31 - 50,250,2,3
c_8418,True,38,31 - 50,429,2,2
c_7417,False,50,31 - 50,1052,7,2
c_947,False,34,31 - 50,1439,9,3
c_4180,True,43,31 - 50,481,3,3
c_5983,False,62,51 +,677,4,2
c_5953,True,36,31 - 50,1962,12,2
c_4270,False,43,31 - 50,848,5,2
c_7017,False,31,31 - 50,1198,7,2
c_6333,True,38,31 - 50,996,6,3
c_7605,True,31,31 - 50,1039,6,2
c_1257,True,45,31 - 50,535,3,2
c_7724,False,58,51 +,437,2,1
c_4085,True,41,31 - 50,1238,8,2
c_5813,False,46,31 - 50,664,4,2
c_8534,True,34,31 - 50,1505,8,2
c_6360,False,50,31 - 50,1196,7,2
c_5181,True,60,51 +,184,1,2
c_6688,True,50,31 - 50,871,5,3
c_7423,True,36,31 - 50,285,2,2
c_2545,True,24,18 - 30,986,3,2
c_3709,True,48,31 - 50,84,1,2
c_5106,True,56,51 +,763,4,1
c_2103,False,49,31 - 50,1153,7,2
c_4499,True,25,18 - 30,543,1,1
c_4251,True,61,51 +,853,4,2
c_1390,True,55,51 +,377,2,1
c_791,True,33,31 - 50,390,2,3
c_1001,True,40,31 - 50,756,4,2
c_7599,True,51,51 +,307,1,3
c_7728,True,34,31 - 50,1733,10,2
c_7628,True,61,51 +,218,1,2
c_4556,True,31,31 - 50,530,3,3
c_574,True,53,51 +,552,3,1
c_5876,True,64,51 +,537,3,2
c_6477,False,23,18 - 30,447,1,1
c_793,False,48,31 - 50,510,3,2
c_6347,True,36,31 - 50,301,2,2
c_5974,True,64,51 +,834,4,1
c_8170,True,37,31 - 50,549,4,2
c_1075,True,51,51 +,522,3,2
c_1984,False,26,18 - 30,317,1,2
c_8240,False,44,31 - 50,722,4,2
c_8252,False,33,31 - 50,1389,9,2
c_2147,True,46,31 - 50,1175,7,2
c_2092,False,39,31 - 50,873,6,2
c_4379,False,34,31 - 50,284,2,2
c_2004,True,20,18 - 30,827,2,1
c_5188,False,31,31 - 50,821,5,2
c_6883,True,62,51 +,413,2,2
c_6769,True,43,31 - 50,690,4,2
c_6190,True,40,31 - 50,361,2,2
c_7029,True,26,18 - 30,1223,4,2
c_3401,True,49,31 - 50,811,5,2
c_873,False,48,31 - 50,783,4,2
c_4712,False,45,31 - 50,922,6,2
c_153,False,49,31 - 50,618,4,2
c_3326,True,23,18 - 30,421,2,2
c_6709,True,52,51 +,904,5,1
c_8517,False,22,18 - 30,1287,3,2
c_5244,True,62,51 +,817,4,1
c_3166,True,50,31 - 50,997,6,2
c_5255,True,53,51 +,327,2,2
c_6344,True,43,31 - 50,959,6,2
c_7764,False,45,31 - 50,1345,8,2
c_2611,False,35,31 - 50,1458,9,2
c_5483,False,33,31 - 50,1088,7,2
c_1410,True,34,31 - 50,1464,9,2
c_6134,True,54,51 +,627,3,1
c_1125,False,50,31 - 50,523,3,2
c_448,True,34,31 - 50,916,5,2
c_4590,False,32,31 - 50,372,2,2
c_5606,False,63,51 +,102,1,1
c_4197,False,40,31 - 50,157,1,2
c_7262,False,43,31 - 50,1542,9,2
c_5896,False,37,31 - 50,539,3,2
c_7437,True,52,51 +,143,1,2
c_2669,True,62,51 +,368,2,2
c_612,True,55,51 +,603,3,1
c_3934,False,61,51 +,346,2,1
c_7344,True,58,51 +,900,4,1
c_3133,True,50,31 - 50,626,4,2
c_2058,True,34,31 - 50,730,5,2
c_8195,False,43,31 - 50,778,5,2
c_7453,True,36,31 - 50,1421,9,2
c_2028,False,44,31 - 50,1222,7,2
c_5894,True,47,31 - 50,1345,9,2
c_8441,False,38,31 - 50,895,6,2
c_2593,True,24,18 - 30,800,1,1
c_4879,True,57,51 +,904,4,1
c_4409,True,44,31 - 50,543,3,2
c_658,False,63,51 +,411,2,2
c_4501,True,39,31 - 50,1157,6,2
c_7781,False,29,18 - 30,795,2,1
c_1193,False,32,31 - 50,881,5,2
c_775,False,60,51 +,703,4,1
c_7743,True,46,31 - 50,1279,8,2
c_4992,True,45,31 - 50,387,2,2
c_6381,True,35,31 - 50,1271,7,2
c_2962,True,60,51 +,234,1,2
c_6708,True,23,18 - 30,194,1,2
c_627,False,50,31 - 50,994,5,3
c_5206,True,40,31 - 50,1333,7,2
c_3567,False,23,18 - 30,638,2,2
c_4159,False,47,31 - 50,1648,10,3
c_4268,False,40,31 - 50,620,4,2
c_6019,False,53,51 +,804,4,1
c_6450,False,25,18 - 30,187,0,1
c_346,True,54,51 +,240,1,2
c_1003,True,40,31 - 50,528,4,2
c_2803,True,50,31 - 50,1454,9,2
c_8535,False,37,31 - 50,337,2,2
c_5312,True,45,31 - 50,413,2,2
c_4841,False,32,31 - 50,236,2,2
c_7008,True,20,18 - 30,186,0,1
c_8202,True,39,31 - 50,221,1,2
c_478,True,35,31 - 50,550,3,2
c_3748,False,29,18 - 30,383,1,2
c_655,True,22,18 - 30,373,1,1
c_7511,False,32,31 - 50,884,5,2
c_5458,False,43,31 - 50,1311,8,2
c_5349,True,31,31 - 50,470,2,2
c_588,True,41,31 - 50,1183,8,2
c_6530,True,31,31 - 50,1025,6,2
c_2538,True,49,31 - 50,2004,12,2
c_4131,True,54,51 +,305,2,1
c_8292,False,23,18 - 30,388,1,2
c_5778,False,44,31 - 50,397,2,2
c_2673,True,38,31 - 50,425,2,2
c_1448,False,45,31 - 50,512,4,2
c_6068,True,21,18 - 30,898,2,2
c_8169,True,59,51 +,541,3,1
c_5130,True,48,31 - 50,227,1,2
c_6363,False,58,51 +,974,5,2
c_1686,True,51,51 +,472,2,1
c_2641,False,53,51 +,62,0,1
c_5056,False,31,31 - 50,874,6,2
c_8548,True,44,31 - 50,992,6,2
c_729,False,51,51 +,871,4,1
c_5247,False,42,31 - 50,1255,7,2
c_5466,True,48,31 - 50,1121,6,2
c_7823,False,42,31 - 50,159,1,2
c_342,False,59,51 +,624,3,1
c_3450,False,46,31 - 50,842,5,2
c_3012,False,39,31 - 50,182,1,2
c_163,True,59,51 +,1000,5,1
c_6227,True,21,18 - 30,213,0,2
c_3718,True,32,31 - 50,217,2,2
c_4646,False,24,18 - 30,407,1,1
c_6784,False,31,31 - 50,402,2,2
c_1371,False,36,31 - 50,1541,9,2
c_1166,True,41,31 - 50,168,1,2
c_8566,True,58,51 +,218,1,2
c_4120,False,43,31 - 50,1964,12,2
c_6015,True,32,31 - 50,738,5,2
c_6699,False,36,31 - 50,472,3,2
c_4550,True,44,31 - 50,1736,10,2
c_2769,True,34,31 - 50,522,3,3
c_7103,True,54,51 +,473,2,1
c_4441,False,42,31 - 50,826,5,2
c_8021,False,54,51 +,235,1,1
c_5864,False,36,31 - 50,1354,8,2
c_2153,True,44,31 - 50,1557,9,2
c_6013,False,29,18 - 30,368,1,1
c_5060,True,26,18 - 30,160,0,2
c_5950,False,35,31 - 50,1277,8,2
c_6959,False,43,31 - 50,429,3,2
c_2997,True,44,31 - 50,1288,7,2
c_7744,True,25,18 - 30,307,1,1
c_8067,True,48,31 - 50,247,1,2
c_6460,False,63,51 +,709,4,1
c_7911,True,34,31 - 50,154,1,2
c_1638,True,49,31 - 50,494,3,2
c_3971,True,34,31 - 50,528,3,2
c_2289,False,55,51 +,949,5,1
c_393,False,53,51 +,1275,6,1
c_6050,True,31,31 - 50,1285,7,2
c_1865,True,28,18 - 30,1098,2,1
c_3641,True,29,18 - 30,826,2,2
c_6920,False,32,31 - 50,1125,6,2
c_5110,False,40,31 - 50,321,2,2
c_7647,True,35,31 - 50,363,2,2
c_5552,False,37,31 - 50,1271,8,2
c_1294,False,63,51 +,724,3,1
c_842,True,48,31 - 50,659,4,2
c_6876,False,27,18 - 30,1191,2,1
c_4068,False,35,31 - 50,1265,7,2
c_5077,True,34,31 - 50,1417,9,2
c_3833,True,43,31 - 50,342,2,2
c_2632,False,46,31 - 50,1057,6,2
c_4122,True,20,18 - 30,840,2,2
c_495,True,21,18 - 30,672,2,2
c_8073,True,40,31 - 50,716,4,2
c_4808,True,36,31 - 50,763,5,2
c_421,True,41,31 - 50,893,5,2
c_4089,False,39,31 - 50,1487,9,2
c_807,False,21,18 - 30,369,0,1
c_7607,True,56,51 +,201,1,1
c_7932,False,42,31 - 50,1180,7,2
c_2475,False,54,51 +,542,3,1
c_5584,False,38,31 - 50,1309,7,2
c_3559,True,52,51 +,722,4,1
c_65,True,42,31 - 50,672,4,3
c_290,True,37,31 - 50,768,5,2
c_8555,False,49,31 - 50,337,2,3
c_4515,False,36,31 - 50,779,5,2
c_7745,False,21,18 - 30,499,2,2
c_1801,True,61,51 +,973,5,1
c_4938,False,47,31 - 50,545,3,2
c_3040,False,50,31 - 50,181,1,2
c_504,False,58,51 +,1030,5,1
c_4870,False,41,31 - 50,675,4,3
c_7125,False,44,31 - 50,901,5,2
c_848,True,51,51 +,1202,6,1
c_3524,True,41,31 - 50,1696,11,2
c_4658,True,24,18 - 30,1054,2,2
c_5542,False,49,31 - 50,371,2,2
c_2164,False,50,31 - 50,939,6,3
c_1167,False,45,31 - 50,572,4,2
c_247,True,34,31 - 50,1129,7,2
c_4459,True,48,31 - 50,1098,6,2
c_1902,False,52,51 +,462,2,1
c_8442,True,42,31 - 50,724,5,3
c_2801,True,58,51 +,1048,5,1
c_4814,False,52,51 +,865,4,1
c_4000,True,57,51 +,223,1,1
c_5063,True,54,51 +,568,3,1
c_20,False,28,18 - 30,276,1,1
c_7328,True,28,18 - 30,478,1,1
c_1832,False,33,31 - 50,1384,8,2
c_6855,True,34,31 - 50,1217,7,2
c_18,False,34,31 - 50,1448,9,2
c_651,True,58,51 +,900,4,1
c_8448,True,50,31 - 50,170,1,2
c_7160,True,47,31 - 50,109,1,2
c_8571,False,23,18 - 30,217,1,2
c_283,True,26,18 - 30,1314,3,2
c_4150,False,59,51 +,617,3,1
c_398,True,52,51 +,174,1,2
c_7946,False,35,31 - 50,1283,8,2
c_7631,False,28,18 - 30,628,1,1
c_631,False,55,51 +,769,4,1
c_7597,False,58,51 +,71,0,1
c_3209,False,40,31 - 50,658,4,2
c_5257,False,50,31 - 50,1512,9,2
c_5215,True,39,31 - 50,785,5,2
c_3405,True,53,51 +,576,3,1
c_52,True,63,51 +,134,1,1
c_7218,False,36,31 - 50,947,6,2
c_4953,True,43,31 - 50,1428,8,2
c_7150,False,35,31 - 50,1850,11,2
c_8165,True,28,18 - 30,529,2,2
c_7027,False,41,31 - 50,1025,6,3
c_6556,True,50,31 - 50,708,4,2
c_6675,True,19,18 - 30,343,1,1
c_4647,True,33,31 - 50,188,1,2
c_6863,False,64,51 +,209,1,2
c_3608,True,36,31 - 50,540,3,2
c_3985,False,42,31 - 50,486,3,2
c_1643,False,36,31 - 50,454,3,2
c_3876,True,37,31 - 50,510,3,2
c_7172,False,35,31 - 50,1081,6,2
c_3011,True,26,18 - 30,1324,2,1
c_4923,False,30,18 - 30,556,2,2
c_2798,False,64,51 +,181,1,2
c_6074,True,45,31 - 50,707,4,2
c_3758,False,62,51 +,189,1,2
c_5307,True,42,31 - 50,420,2,2
c_1892,False,48,31 - 50,958,6,2
c_2180,False,36,31 - 50,743,5,2
c_615,True,52,51 +,748,4,1
c_2014,True,34,31 - 50,1248,6,2
c_2498,False,55,51 +,491,2,1
c_7635,True,40,31 - 50,868,6,2
c_7388,True,45,31 - 50,1772,10,2
c_5194,True,28,18 - 30,764,2,2
c_2116,True,54,51 +,609,3,1
c_6847,False,44,31 - 50,1378,8,2
c_1584,True,31,31 - 50,991,6,2
c_6385,True,41,31 - 50,600,4,2
c_2086,False,39,31 - 50,654,4,2
c_2490,True,23,18 - 30,179,1,2
c_8150,True,47,31 - 50,369,2,3
c_5213,True,23,18 - 30,555,2,2
c_1473,False,36,31 - 50,586,3,2
c_446,False,40,31 - 50,580,3,2
c_2881,True,30,18 - 30,249,1,2
c_1405,False,41,31 - 50,1201,7,2
c_977,False,60,51 +,79,0,1
c_693,True,51,51 +,93,0,1
c_6353,False,39,31 - 50,427,3,2
c_1215,False,42,31 - 50,583,4,2
c_17,True,46,31 - 50,218,2,2
c_187,True,47,31 - 50,1230,7,3
c_6585,True,28,18 - 30,564,2,2
c_7949,True,47,31 - 50,1489,9,2
c_118,False,49,31 - 50,265,2,2
c_5924,False,40,31 - 50,1250,7,2
c_8473,False,39,31 - 50,748,5,2
c_2904,False,42,31 - 50,532,3,2
c_549,True,41,31 - 50,859,5,2
c_3955,True,53,51 +,844,5,1
c_431,True,32,31 - 50,695,4,2
c_376,False,56,51 +,235,1,1
c_4037,False,28,18 - 30,224,1,2
c_707,True,36,31 - 50,2027,12,2
c_6209,True,45,31 - 50,424,2,2
c_281,True,47,31 - 50,396,2,2
c_6918,False,40,31 - 50,321,2,2
c_7502,True,45,31 - 50,493,3,2
c_209,False,50,31 - 50,1240,8,2
c_6521,False,47,31 - 50,339,2,3
c_3960,False,35,31 - 50,278,2,2
c_6923,False,40,31 - 50,1338,8,2
c_6629,True,53,51 +,523,3,1
c_7083,False,51,51 +,801,4,1
c_4782,False,54,51 +,135,1,1
c_6802,True,39,31 - 50,870,5,2
c_831,False,31,31 - 50,513,4,2
c_3143,False,54,51 +,486,3,1
c_7030,False,53,51 +,631,3,2
c_3091,True,45,31 - 50,875,5,2
c_2665,True,43,31 - 50,272,2,4
c_6742,False,37,31 - 50,160,1,2
c_7393,True,30,18 - 30,208,0,1
c_7066,True,36,31 - 50,41,0,2
c_3221,True,51,51 +,541,2,2
c_7936,False,23,18 - 30,530,1,1
c_778,True,38,31 - 50,2019,12,2
c_5482,False,51,51 +,237,1,1
c_5433,False,41,31 - 50,1182,7,2
c_2743,False,20,18 - 30,606,2,2
c_4182,True,33,31 - 50,1564,10,2
c_1201,True,31,31 - 50,138,1,2
c_5314,False,39,31 - 50,1009,6,2
c_3259,True,60,51 +,324,2,2
c_1424,True,31,31 - 50,590,3,2
c_7052,True,35,31 - 50,1037,6,2
c_1494,True,35,31 - 50,1025,6,2
c_521,True,52,51 +,321,2,1
c_1650,True,48,31 - 50,209,1,2
c_8004,False,24,18 - 30,341,1,2
c_6097,True,50,31 - 50,494,3,2
c_6334,True,42,31 - 50,955,6,2
c_5522,True,48,31 - 50,983,6,2
c_8433,True,63,51 +,140,1,1
c_8411,True,46,31 - 50,390,2,2
c_4355,True,42,31 - 50,1379,8,2
c_4787,False,29,18 - 30,589,1,2
c_6635,False,39,31 - 50,1521,8,2
c_2294,True,49,31 - 50,756,4,2
c_4760,False,49,31 - 50,977,6,2
c_3588,True,58,51 +,955,5,1
c_2981,False,31,31 - 50,903,6,2
c_5854,False,55,51 +,81,0,1
c_2344,True,52,51 +,670,3,1
c_7427,False,57,51 +,215,1,2
c_1551,True,50,31 - 50,713,5,2
c_8002,True,49,31 - 50,1145,6,2
c_8368,True,46,31 - 50,822,6,2
c_6936,True,45,31 - 50,1707,10,2
c_45,True,47,31 - 50,728,4,2
c_4175,False,21,18 - 30,915,3,2
c_5134,False,40,31 - 50,501,3,3
c_6197,True,37,31 - 50,524,3,2
c_2224,True,50,31 - 50,502,3,3
c_6414,False,48,31 - 50,559,3,2
c_6331,True,43,31 - 50,1287,8,2
c_4774,True,25,18 - 30,1037,2,1
c_3449,False,35,31 - 50,971,6,2
c_2817,True,63,51 +,45,0,2
c_7519,True,40,31 - 50,523,3,3
c_7394,False,55,51 +,850,4,2
c_6292,True,30,18 - 30,24,0,1
c_4604,True,52,51 +,674,3,2
c_6496,True,26,18 - 30,1026,3,2
c_3250,False,42,31 - 50,1159,7,2
c_8317,True,52,51 +,246,1,1
c_3655,True,39,31 - 50,652,4,2
c_7661,True,27,18 - 30,245,1,1
c_4772,False,51,51 +,979,5,1
c_1917,True,64,51 +,628,3,1
c_4360,False,28,18 - 30,181,0,2
c_7007,False,52,51 +,1005,5,1
c_289,False,27,18 - 30,577,2,1
c_4093,False,39,31 - 50,185,1,2
c_2422,False,32,31 - 50,1116,6,2
c_3562,False,46,31 - 50,1657,11,2
c_3105,True,34,31 - 50,709,5,2
c_5096,True,32,31 - 50,1281,8,2
c_7491,False,19,18 - 30,132,0,1
c_4171,False,24,18 - 30,727,2,2
c_1752,True,44,31 - 50,836,5,2
c_7972,True,41,31 - 50,295,2,2
c_8058,True,31,31 - 50,1060,6,2
c_1436,False,48,31 - 50,288,2,2
c_4058,False,47,31 - 50,714,4,2
c_4697,False,57,51 +,451,3,1
c_2993,True,58,51 +,733,4,1
c_6365,False,30,18 - 30,595,1,1
c_8096,False,33,31 - 50,750,4,2
c_6204,True,32,31 - 50,703,4,2
c_7957,True,30,18 - 30,620,2,2
c_8579,False,38,31 - 50,1601,10,2
c_2093,False,37,31 - 50,741,4,2
c_202,True,52,51 +,83,0,2
c_6020,True,28,18 - 30,308,1,2
c_503,True,32,31 - 50,1165,6,2
c_2216,True,31,31 - 50,1081,5,2
c_4204,True,22,18 - 30,685,2,2
c_1953,True,58,51 +,515,3,1
c_2314,False,47,31 - 50,584,3,2
c_4930,False,32,31 - 50,1552,9,2
c_8321,True,36,31 - 50,237,1,3
c_8617,True,26,18 - 30,992,2,1
c_8592,False,48,31 - 50,1420,10,2
c_1183,True,43,31 - 50,1539,10,2
c_402,True,26,18 - 30,843,2,2
c_5469,False,62,51 +,204,1,1
c_3706,True,35,31 - 50,736,4,2
c_2941,True,42,31 - 50,247,1,2
c_4970,True,44,31 - 50,1256,8,2
c_5615,False,42,31 - 50,598,4,2
c_2445,True,26,18 - 30,472,1,2
c_2768,False,33,31 - 50,1101,7,2
c_3433,False,40,31 - 50,1466,9,2
c_169,False,43,31 - 50,865,6,2
c_3765,True,57,51 +,540,3,2
c_4476,False,45,31 - 50,476,3,2
c_4986,False,36,31 - 50,522,3,2
c_2295,False,29,18 - 30,622,2,2
c_5473,False,53,51 +,289,1,3
c_2824,False,39,31 - 50,483,3,3
c_2122,True,51,51 +,716,4,1
c_4854,True,54,51 +,1098,5,1
c_5371,True,41,31 - 50,738,5,2
c_267,False,49,31 - 50,889,6,2
c_3136,False,38,31 - 50,104,1,4
c_5670,False,34,31 - 50,723,4,2
c_4036,True,52,51 +,653,3,1
c_8443,False,22,18 - 30,548,2,3
c_7405,True,40,31 - 50,627,4,3
c_2603,True,55,51 +,1168,6,1
c_4426,False,49,31 - 50,646,4,2
c_7059,True,32,31 - 50,1044,6,2
c_530,False,42,31 - 50,442,3,2
c_6228,False,24,18 - 30,816,2,2
c_5756,False,60,51 +,760,4,2
c_1106,False,33,31 - 50,342,2,2
c_1831,True,23,18 - 30,169,1,2
c_6392,False,47,31 - 50,251,2,2
c_5382,False,27,18 - 30,968,2,1
c_1158,False,30,18 - 30,435,1,1
c_2565,False,62,51 +,229,1,1
c_1006,True,43,31 - 50,1783,11,2
c_7758,True,52,51 +,377,2,3
c_5977,False,40,31 - 50,1623,10,2
c_4146,False,38,31 - 50,461,3,2
c_2298,True,50,31 - 50,1515,9,2
c_3193,False,44,31 - 50,349,2,2
c_5351,False,59,51 +,406,2,1
c_3903,True,34,31 - 50,282,2,2
c_849,True,32,31 - 50,653,4,2
c_1054,False,57,51 +,539,3,1
c_7440,True,34,31 - 50,254,1,2
c_7700,False,55,51 +,521,2,1
c_7057,False,40,31 - 50,429,3,2
c_7636,False,56,51 +,506,3,2
c_8013,False,43,31 - 50,886,5,2
c_5981,False,48,31 - 50,650,4,2
c_781,False,42,31 - 50,399,2,2
c_7051,False,27,18 - 30,824,2,1
c_7804,True,36,31 - 50,448,3,2
c_2063,True,42,31 - 50,298,2,2
c_857,True,37,31 - 50,1294,8,2
c_3029,False,45,31 - 50,1262,8,2
c_3633,True,19,18 - 30,185,0,2
c_2929,True,43,31 - 50,500,3,2
c_4998,False,22,18 - 30,178,0,1
c_174,True,31,31 - 50,171,1,3
c_4001,True,49,31 - 50,152,1,2
c_2334,False,55,51 +,586,3,1
c_4423,True,38,31 - 50,525,3,2
c_1894,False,56,51 +,146,1,1
c_4754,True,31,31 - 50,204,1,2
c_8022,True,63,51 +,197,1,2
c_4228,True,31,31 - 50,236,2,2
c_2858,False,36,31 - 50,1277,8,2
c_759,False,59,51 +,765,4,1
c_4825,False,51,51 +,1180,6,2
c_8116,False,39,31 - 50,374,2,3
c_2972,True,45,31 - 50,364,2,2
c_7165,False,39,31 - 50,366,2,2
c_7376,False,55,51 +,259,1,2
c_7782,True,41,31 - 50,1224,7,2
c_3865,True,33,31 - 50,186,1,2
c_747,False,36,31 - 50,427,2,2
c_5889,False,51,51 +,215,1,1
c_6089,False,25,18 - 30,342,2,2
c_4964,False,40,31 - 50,1205,7,2
c_4463,True,30,18 - 30,251,0,1
c_2111,False,63,51 +,1068,6,1
c_5938,True,46,31 - 50,811,4,2
c_1413,True,42,31 - 50,2071,13,2
c_3517,False,51,51 +,532,3,1
c_2921,False,64,51 +,305,2,1
c_3092,True,39,31 - 50,695,4,3
c_5570,False,46,31 - 50,436,3,2
c_2902,False,34,31 - 50,498,3,2
c_411,True,26,18 - 30,764,2,2
c_3575,False,41,31 - 50,802,5,2
c_2250,False,38,31 - 50,675,4,2
c_3510,True,64,51 +,168,1,1
c_4445,True,31,31 - 50,509,3,4
c_623,False,21,18 - 30,714,2,1
c_7768,True,49,31 - 50,1538,9,2
c_1914,False,47,31 - 50,721,4,2
c_8456,False,52,51 +,509,3,1
c_4890,False,58,51 +,603,3,1
c_7093,False,29,18 - 30,78,0,2
c_1961,True,37,31 - 50,1732,10,2
c_3893,True,32,31 - 50,492,3,3
c_3172,False,44,31 - 50,703,4,2
c_4912,False,33,31 - 50,256,1,2
c_8167,True,57,51 +,601,3,1
c_7169,True,52,51 +,553,3,1
c_8274,False,47,31 - 50,1066,6,2
c_7374,True,44,31 - 50,877,5,2
c_5463,False,23,18 - 30,975,3,2
c_8287,True,38,31 - 50,596,4,2
c_809,True,33,31 - 50,616,4,2
c_5162,False,33,31 - 50,1118,7,2
c_2420,False,22,18 - 30,581,1,2
c_3304,False,33,31 - 50,739,4,2
c_7338,False,44,31 - 50,1766,10,2
c_8540,False,23,18 - 30,131,0,1
c_3149,True,45,31 - 50,473,3,2
c_3268,True,59,51 +,301,2,2
c_3047,False,53,51 +,290,2,1
c_3243,True,19,18 - 30,394,1,2
c_7663,True,34,31 - 50,1346,8,2
c_4591,True,30,18 - 30,566,1,2
c_7047,False,40,31 - 50,1538,10,2
c_2667,False,40,31 - 50,1469,8,2
c_4009,False,26,18 - 30,359,1,2
c_5797,True,39,31 - 50,1494,9,2
c_7175,True,19,18 - 30,113,0,1
c_1369,False,58,51 +,538,2,1
c_1077,False,37,31 - 50,1182,7,2
c_4618,True,49,31 - 50,329,2,2
c_6448,True,47,31 - 50,1051,6,2
c_7664,True,42,31 - 50,252,1,2
c_6824,True,54,51 +,586,3,1
c_4158,False,52,51 +,461,2,1
c_261,False,59,51 +,937,5,1
c_5211,False,59,51 +,559,3,1
c_4661,False,40,31 - 50,1622,10,2
c_2252,False,19,18 - 30,153,0,1
c_397,True,63,51 +,352,2,2
c_5306,False,19,18 - 30,801,2,2
c_919,True,58,51 +,91,0,1
c_7221,False,63,51 +,657,3,2
c_923,True,32,31 - 50,178,1,2
c_2951,True,49,31 - 50,1221,7,2
c_776,False,38,31 - 50,883,5,2
c_3458,False,36,31 - 50,805,5,2
c_3163,False,50,31 - 50,1085,6,2
c_5738,True,46,31 - 50,613,4,2
c_5331,True,59,51 +,681,3,1
c_2825,True,25,18 - 30,744,2,1
c_5594,False,47,31 - 50,487,3,2
c_8260,True,31,31 - 50,1201,8,2
c_7462,False,30,18 - 30,1023,2,2
c_6342,False,46,31 - 50,323,2,2
c_5497,False,33,31 - 50,935,6,2
c_3781,True,26,18 - 30,467,1,2
